Full Name,Attribute Name,Entity Name,Business Name,Acronym,Full Term
oracle.npofe02p.ods.rua_stg_merchant_cards.n_orig_fees_eir,Initial Fees For Ifrs9 Effective Interest Rate,RESTATEMENT UTILITY APPLICATION STAGE MERCHANT CARDS,Initial Fees For International Financial Reporting Standards 9 Effective Interest Rate,IFRS9,International Financial Reporting Standard 9
oracle.npofe02p.ods.rua_stg_loan_contracts.n_orig_fees_eir,Initial Fees For Ifrs9 Effective Interest Rate,RESTATEMENT UTILITY APPLICATION STAGE LOAN CONTRACTS,Initial Fees For International Financial Reporting Standards 9 Effective Interest Rate,IFRS9,International Financial Reporting Standard 9
oracle.npofe02p.ods.rua_stg_fx_contracts.n_orig_fees_eir,Initial Fees For Ifrs9 Effective Interest Rate,RESTATEMENT UTILITY APPLICATION STAGE FOREIGN EXCHANGE CONTRACTS,Initial Fees For International Financial Reporting Standards 9 Effective Interest Rate,IFRS9,International Financial Reporting Standard 9
oracle.npofe02p.ods.rua_stg_commitment_contracts.n_orig_fees_eir,Initial Fees For Ifrs9 Effective Interest Rate,RESTATEMENT UTILITY APPLICATION STAGE COMMITMENT CONTRACTS,Initial Fees For International Financial Reporting Standards 9 Effective Interest Rate,IFRS9,International Financial Reporting Standard 9
oracle.npofe02p.ods.fin_inst_idn_acct_ecl.ovrly_ecl_ifrs9_am,Overlay Ecl Ifrs9 Amount,FINANCIAL INSTITUTION INFORMATION DELIVERY NETWORK ACCOUNT EXPECTED CREDIT LOSS,Overlay Expected Credit Loss International Financial Reporting Standards 9 Amount,IFRS9,International Financial Reporting Standard 9
oracle.npofe02p.ods.pre_idn_acct_ecl.ovrly_ecl_ifrs9_am,Overlay Ecl Ifrs9 Amount,PRE-STAGE INFORMATION DELIVERY NETWORK ACCOUNT EXPECTED CREDIT LOSS,Overlay Expected Credit Loss International Financial Reporting Standards 9 Amount,IFRS9,International Financial Reporting Standard 9
oracle.npofe02p.ods.fin_inst_idn_acct_ecl.pre_ovrly_ecl_ifrs9_am,Pre Overlay Ecl Ifrs9 Amount,FINANCIAL INSTITUTION INFORMATION DELIVERY NETWORK ACCOUNT EXPECTED CREDIT LOSS,Pre Overlay Expected Credit Loss International Financial Reporting Standards 9 Amount,IFRS9,International Financial Reporting Standard 9
oracle.npofe02p.ods.pre_idn_acct_ecl.pre_ovrly_ecl_ifrs9_am,Pre Overlay Ecl Ifrs9 Amount,PRE-STAGE INFORMATION DELIVERY NETWORK ACCOUNT EXPECTED CREDIT LOSS,Pre Overlay Expected Credit Loss International Financial Reporting Standards 9 Amount,IFRS9,International Financial Reporting Standard 9
oracle.npofe02p.ods.fin_inst_idn_acct_ecl.tot_ecl_ifrs9_am,Total Ecl Ifrs9 Amount,FINANCIAL INSTITUTION INFORMATION DELIVERY NETWORK ACCOUNT EXPECTED CREDIT LOSS,Total Expected Credit Loss International Financial Reporting Standards 9 Amount,IFRS9,International Financial Reporting Standard 9
oracle.npofe02p.ods.pre_idn_acct_ecl.tot_ecl_ifrs9_am,Total Ecl Ifrs9 Amount,PRE-STAGE INFORMATION DELIVERY NETWORK ACCOUNT EXPECTED CREDIT LOSS,Total Expected Credit Loss International Financial Reporting Standards 9 Amount,IFRS9,International Financial Reporting Standard 9
oracle.npofe02p.ods.stg_cards.v_ifrs9_classification_cd,V Ifrs9 Classification Code,STAGE CARDS,International Financial Reporting Standards 9 Classification Code,IFRS9,International Financial Reporting Standard 9
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.n_ifrs_cyc2me_ecl_chg,N Ifrs Cyc2Me Ecl Chg,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,International Financial Reporting Standards Cycle 2 Month End Expected Credit Loss Charge,IFRS,International Financial Reporting Standards
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.n_ifrs_ead_pre_mitigtion,N Ifrs Ead Pre Mitigtion,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,International Financial Reporting Standards Exposure At Default Pre Mitigtion,IFRS,International Financial Reporting Standards
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.n_ifrs_exp_credit_loss,N Ifrs Express Credit Loss,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,International Financial Reporting Standards Exposure  Credit Loss,IFRS,International Financial Reporting Standards
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.n_ifrs_lgd_percent_pre_crm,N Ifrs Lgd Percent Pre Crm,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,International Financial Reporting Standards Loss Given Default Percent Pre Comprehensive Risk Measure,IFRS,International Financial Reporting Standards
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.n_ifrs_lifetime_pd,N Ifrs Lifetime Paid,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,International Financial Reporting Standards Lifetime Paid,IFRS,International Financial Reporting Standards
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.n_ifrs_me_ecl,N Ifrs Me Ecl,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,International Financial Reporting Standards Month End Expected Credit Loss,IFRS,International Financial Reporting Standards
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.n_ifrs_overlay_ecl,N Ifrs Overlay Ecl,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,International Financial Reporting Standards Overlay Expected Credit Loss,IFRS,International Financial Reporting Standards
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.n_ifrs_pd_percent,N Ifrs Paid Percent,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,International Financial Reporting Standards Paid Percent,IFRS,International Financial Reporting Standards
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.n_ifrs_pre_overlay_ecl,N Ifrs Pre Overlay Ecl,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,International Financial Reporting Standards Pre Overlay Expected Credit Loss,IFRS,International Financial Reporting Standards
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.n_ifrs_recov_reserve_rate,N Ifrs Recov Reserve Rate,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,International Financial Reporting Standards Recov Reserve Rate,IFRS,International Financial Reporting Standards
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.n_ifrs_twelvemonths_pd_percent,N Ifrs Twelvemonths Paid Percent,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,International Financial Reporting Standards Twelvemonths Paid Percent,IFRS,International Financial Reporting Standards
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.v_ifrs_prev_stage_code,V Ifrs Previous Stage Code,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,International Financial Reporting Standards Previous Stage Code,IFRS,International Financial Reporting Standards
oracle.npofe02p.ods.rua_amex_llfp_stg_cards_risk.v_ifrs_stage_code,V Ifrs Stage Code,RESTATEMENT UTILITY APPLICATION AMERICAN EXPRESS LLFP STAGE CARDS RISK,International Financial Reporting Standards Stage Code,IFRS,International Financial Reporting Standards
oracle.npofe02p.ods.rua_stg_instrmnt_contrct_mstr.n_per_irr_funded_pct,Percent Funded By Per And Irr Reserves,RESTATEMENT UTILITY APPLICATION STAGE INSTRUMENT CONTRACT MASTER,Percent Funded By Per And International Rewards Reporting Reserves,IRR,International Rewards Reporting
oracle.npofe02p.ods.ods_rwa_stg_non_sec_exp.n_per_irr_funded_pct,Percent Funded By Per And Irr Reserves,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE NON SECURITY AND EXCHANGE COMMISSION EXPOSURES,Percent Funded By Per And International Rewards Reporting Reserves,IRR,International Rewards Reporting
oracle.npofe02p.ods.ods_rwa_stg_non_sec_exp_adj.n_per_irr_funded_pct,Percent Funded By Per And Irr Reserves,OPERATIONAL DATA STORE RISK-WEIGHTED ASSETS STAGE NON SECURITY AND EXCHANGE COMMISSION EXPOSURES ADJUSTMENT,Percent Funded By Per And International Rewards Reporting Reserves,IRR,International Rewards Reporting
oracle.npofe02p.ods.rua_stg_instrmnt_contrct_mstr.v_isin_id,Isin Identifier,RESTATEMENT UTILITY APPLICATION STAGE INSTRUMENT CONTRACT MASTER,International Securities Identification Number Identifier,ISIN,International Securities Identification Number
oracle.npofe02p.ods.mexico_vector_da.isin_no,Isin Number,MEXICO VECTOR DATA,International Securities Identification Number Number,ISIN,International Securities Identification Number
oracle.npofe02p.ods.pre_mexico_vector_da.isin_no,Isin Number,PRE-STAGE MEXICO VECTOR DATA,International Securities Identification Number Number,ISIN,International Securities Identification Number
oracle.npofe02p.ods.ods_cmn_debt.isin_no,Isin Number,OPERATIONAL DATA STORE COMMON DEBT,International Securities Identification Number Number,ISIN,International Securities Identification Number
oracle.npofe02p.ods.rep_pre_tss_otc_deriv_cltrl.isin_tx,Isin Text,REPLICATE PRE-STAGE TSS ONE TIME CHARGE DERIVATIVE COLLATERAL,International Securities Identification Number Text,ISIN,International Securities Identification Number
oracle.npofe02p.ods.pre_tss_otc_deriv_cltrl.isin_tx,Isin Text,PRE-STAGE TSS ONE TIME CHARGE DERIVATIVE COLLATERAL,International Securities Identification Number Text,ISIN,International Securities Identification Number
oracle.npofe02p.ods.otc_deriv_cltrl.isin_txt,Isin Text,ONE TIME CHARGE DERIVATIVE COLLATERAL,International Securities Identification Number Text,ISIN,International Securities Identification Number
oracle.npofe02p.ods.rep_stg_tss_otc_deriv_cltrl.isin_tx,Isin Text,REPLICATE STAGE TSS ONE TIME CHARGE DERIVATIVE COLLATERAL,International Securities Identification Number Text,ISIN,International Securities Identification Number
oracle.npofe02p.ods.rep_otc_deriv_cltrl.isin_txt,Isin Text,REPLICATE ONE TIME CHARGE DERIVATIVE COLLATERAL,International Securities Identification Number Text,ISIN,International Securities Identification Number
oracle.npofe02p.ods.stg_tss_otc_deriv_cltrl.isin_tx,Isin Text,STAGE TSS ONE TIME CHARGE DERIVATIVE COLLATERAL,International Securities Identification Number Text,ISIN,International Securities Identification Number
oracle.npofe02p.ods.pre_iwb_mexico_dep_acct_dtl.acct_iso_curr_cd,Account Iso Currency Code,PRE-STAGE IWEALTHVIEW BANKING MEXICO DEPOSIT ACCOUNT DETAILS,Account International Standards Organization Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.iwb_mexico_dep_acct.acct_iso_curr_cd,Account Iso Currency Code,IWEALTHVIEW BANKING MEXICO DEPOSIT ACCOUNT,Account International Standards Organization Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.iwb_mexico_trans.acct_iso_curr_cd,Account Iso Currency Code,IWEALTHVIEW BANKING MEXICO TRANSACTIONS,Account International Standards Organization Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.pre_iwb_mexico_trans_dtl.acct_iso_curr_cd,Account Iso Currency Code,PRE-STAGE IWEALTHVIEW BANKING MEXICO TRANSACTION DETAILS,Account International Standards Organization Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.pre_crt_ctry.abbr_nm,Country Iso Abbreviated Name,PRE-STAGE CRT COUNTRY,Country International Standards Organization Abbreviated Name,ISO,International Standards Organization
oracle.npofe02p.ods.pre_crt_ctry.coa_cd,Country Iso Alpha3 Code,PRE-STAGE CRT COUNTRY,Chart Of Accounts Code,ISO,International Standards Organization
oracle.npofe02p.ods.pre_crt_ctry.nm_tx,Country Iso Name,PRE-STAGE CRT COUNTRY,Country International Standards Organization Name,ISO,International Standards Organization
oracle.npofe02p.ods.pre_crt_ctry.ctry_id,Country Iso Numeric Identifier,PRE-STAGE CRT COUNTRY,Country International Standards Organization Numeric Identifier,ISO,International Standards Organization
oracle.npofe02p.ods.pre_crt_ctry.official_nm,Country Iso Official Name,PRE-STAGE CRT COUNTRY,Country International Standards Organization Official Name,ISO,International Standards Organization
oracle.npofe02p.ods.pre_crt_ctry.abbr_nm_tx,Country Iso Very Abbreviated Name,PRE-STAGE CRT COUNTRY,Country International Standards Organization Very Abbreviated Name,ISO,International Standards Organization
oracle.npofe02p.ods.pre_crt_curr.iso_alpha_cd,Currency Iso Alpha Code,PRE-STAGE CRT CURRENCY,Currency International Standards Organization Alpha Code,ISO,International Standards Organization
oracle.npofe02p.ods.pre_crt_curr.decimalization_fac,Currency Iso Decimalization Factor Count,PRE-STAGE CRT CURRENCY,Currency International Standards Organization Decimalization Factor Count,ISO,International Standards Organization
oracle.npofe02p.ods.pre_crt_curr.p_decimal_position,Currency Iso Decimal Position Count,PRE-STAGE CRT CURRENCY,Currency International Standards Organization Decimal Position Count,ISO,International Standards Organization
oracle.npofe02p.ods.pre_crt_curr.end_dt,Currency Iso End Date,PRE-STAGE CRT CURRENCY,End Date,ISO,International Standards Organization
oracle.npofe02p.ods.pre_crt_curr.long_nm,Currency Iso Long Name,PRE-STAGE CRT CURRENCY,Currency International Standards Organization Long Name,ISO,International Standards Organization
oracle.npofe02p.ods.pre_crt_curr.short_nm,Currency Iso Short Name,PRE-STAGE CRT CURRENCY,Currency International Standards Organization Short Name,ISO,International Standards Organization
oracle.npofe02p.ods.lend_on_chrg_ccid_map_xref.iso_2_ctry_cd,Iso 2 Country Code,LEND ON CHARGE CODE COMBINATION IDENTIFICATION MAPPING CROSS REFERENCE,International Standards Organization 2 Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.bs_assess_other_rtl_expsr.risk_ctry_cd,Iso Alpha 2 Country Code,BANK STATEMENT ASSESSED OTHER RETAIL EXPOSURE,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.bs_assess_oblgr.risk_ctry_cd,Iso Alpha 2 Country Code,BANK STATEMENT ASSESSED OBLIGOR,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.ctry.iso_alpha_2_ctry_cd,Iso Alpha 2 Country Code,COUNTRY,International Standards Organization Alpha 2 Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.cash_bank_acct.reside_ctry_cd,Iso Alpha 2 Country Code,CASH BANK ACCOUNT,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.invst_secr_cash_expsr_adj.risk_ctry_cd,Iso Alpha 2 Country Code,INVESTMENT SECURITY CASH EXPOSURE ADJUSTMENT,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.indv_assess_card_acct.reside_ctry_cd,Iso Alpha 2 Country Code,INDIVIDUAL ASSESSED CARD ACCOUNT,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.bs_corp_assess_card_acct.risk_ctry_cd,Iso Alpha 2 Country Code,BANK STATEMENT CORPORATE ASSESSED CARD ACCOUNT,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.repo_ct_pty.reside_ctry_cd,Iso Alpha 2 Country Code,REPURCHASE AGREEMENT COUNTER PARTY,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.repo_cntrct_adj.risk_ctry_cd,Iso Alpha 2 Country Code,REPURCHASE AGREEMENT CONTRACT ADJUSTMENT,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.bs_assess_other_rtl_expsr.reside_ctry_cd,Iso Alpha 2 Country Code,BANK STATEMENT ASSESSED OTHER RETAIL EXPOSURE,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.assess_oblgr.std_risk_ctry_cd,Iso Alpha 2 Country Code,ASSESSED OBLIGOR,International Standards Organization Alpha 2 Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.announce_cccb_jrsdctn_bnchmrk.jrsdctn_ctry_cd,Iso Alpha 2 Country Code,ANNOUNCED COUNTERCYCLICAL CAPITAL BUFFER JURISDICTION BENCHMARK,International Standards Organization Alpha 2 Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.bs_indv_assess_card_acct.reside_ctry_cd,Iso Alpha 2 Country Code,BANK STATEMENT INDIVIDUAL ASSESSED CARD ACCOUNT,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.other_asset_adj.risk_ctry_cd,Iso Alpha 2 Country Code,OTHER ASSET ADJUSTMENT,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.assess_oblgr.reside_ctry_cd,Iso Alpha 2 Country Code,ASSESSED OBLIGOR,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.corp_assess_card_acct.risk_ctry_cd,Iso Alpha 2 Country Code,CORPORATE ASSESSED CARD ACCOUNT,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.equty_expsr_adj.risk_ctry_cd,Iso Alpha 2 Country Code,EQUITY EXPOSURE ADJUSTMENT,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.equty_mo_end_expsr.risk_ctry_cd,Iso Alpha 2 Country Code,EQUITY MONTH END EXPOSURE,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.assess_other_inst_expsr.reside_ctry_cd,Iso Alpha 2 Country Code,ASSESSED OTHER INSTITUTIONAL EXPOSURE,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.corp_assess_card_acct.reside_ctry_cd,Iso Alpha 2 Country Code,CORPORATE ASSESSED CARD ACCOUNT,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.assess_oecd_ctry.iso_alpha_2_ctry_cd,Iso Alpha 2 Country Code,ASSESSED ORGANIZATION FOR ECONOMIC COOPERATION AND DEVELOPMENT COUNTRY,International Standards Organization Alpha 2 Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.loan_acct.reside_ctry_cd,Iso Alpha 2 Country Code,LOAN ACCOUNT,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.bs_indv_assess_card_acct.risk_ctry_cd,Iso Alpha 2 Country Code,BANK STATEMENT INDIVIDUAL ASSESSED CARD ACCOUNT,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.otc_deriv_cntrct_adj.risk_ctry_cd,Iso Alpha 2 Country Code,ONE TIME CHARGE DERIVATIVE CONTRACT ADJUSTMENT,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.ole_tle_func_curr_xref.iso_alpha_2_ctry_cd,Iso Alpha 2 Country Code,OLE TO TLE AND FUNCTIONAL CURRENCY CROSS REFERENCE,International Standards Organization Alpha 2 Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.invst_secr.iss_ctry_cd,Iso Alpha 2 Country Code,INVESTMENT SECURITY,Issuer Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.otc_clnt.reside_ctry_cd,Iso Alpha 2 Country Code,ONE TIME CHARGE CLIENT,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.consm_card_acct_prfl.reside_ctry_cd,Iso Alpha 2 Country Code,CONSUMER CARD ACCOUNT PROFILE,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.gp_resell_acct.toh_reside_ctry_cd,Iso Alpha 2 Country Code,GLOBAL PREPAID RESELLER ACCOUNT,International Standards Organization Alpha 2 Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.rtl_whse_expsr_adj.reside_ctry_cd,Iso Alpha 2 Country Code,RETAIL WHOLESALE EXPOSURE ADJUSTMENT,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.ent_corp_ctry.corp_ctry_cd,Iso Alpha 2 Country Code,ENTITY INCORPORATED COUNTRY,Incorporated Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.rtl_whse_expsr_adj.risk_ctry_cd,Iso Alpha 2 Country Code,RETAIL WHOLESALE EXPOSURE ADJUSTMENT,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.bs_assess_oblgr.reside_ctry_cd,Iso Alpha 2 Country Code,BANK STATEMENT ASSESSED OBLIGOR,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.gns_indv_assess_card_acct.risk_ctry_cd,Iso Alpha 2 Country Code,GLOBAL NETWORK SERVICES INDIVIDUAL ASSESSED CARD ACCOUNT,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.gns_indv_assess_card_acct.reside_ctry_cd,Iso Alpha 2 Country Code,GLOBAL NETWORK SERVICES INDIVIDUAL ASSESSED CARD ACCOUNT,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.indv_assess_card_acct.risk_ctry_cd,Iso Alpha 2 Country Code,INDIVIDUAL ASSESSED CARD ACCOUNT,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.equty_mo_end_expsr_r.risk_ctry_cd,Iso Alpha 2 Country Code,EQUITY MONTH END EXPOSURE RETROFIT,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.card_mkt.iss_ctry_cd,Iso Alpha 2 Country Code,CARD MARKET,Issuer Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.assess_oblgr.risk_ctry_cd,Iso Alpha 2 Country Code,ASSESSED OBLIGOR,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.rpt_cccb_jrsdctn_bnchmrk.jrsdctn_ctry_cd,Iso Alpha 2 Country Code,REPORTED COUNTERCYCLICAL CAPITAL BUFFER JURISDICTION BENCHMARK,International Standards Organization Alpha 2 Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.assess_card_whse_expsr.risk_ctry_cd,Iso Alpha 2 Country Code,ASSESSED CARD WHOLESALE EXPOSURE,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.ctry_risk_rt.ctry_cd,Iso Alpha 2 Country Code,COUNTRY RISK RATING,Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.assess_other_inst_expsr.risk_ctry_cd,Iso Alpha 2 Country Code,ASSESSED OTHER INSTITUTIONAL EXPOSURE,Risk Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.bs_corp_assess_card_acct.reside_ctry_cd,Iso Alpha 2 Country Code,BANK STATEMENT CORPORATE ASSESSED CARD ACCOUNT,Resident Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.pre_crt_ctry.iso_2_pos_cd,Iso Alpha2 Country Code,PRE-STAGE CRT COUNTRY,International Standards Organization Alpha 2 Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.curr.iso_alpha_2_curr_cd,Iso Alpha 2 Currency Code,CURRENCY,International Standards Organization Alpha 2 Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.pre_gdr_all_curr.iso_alpha_2_curr_cd,Iso Alpha 2 Currency Code,PRE-STAGE GLOBAL DATA REPOSITORY ALL CURRENCY,International Standards Organization Alpha 2 Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.pre_crt_curr.iso_2_pos_alpha_cd,Iso Alpha2 Currency Code,PRE-STAGE CRT CURRENCY,International Standards Organization Alpha 2 Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.pre_mer_loc_lang_ad.iso_alpha_2_lang_cd,Iso Alpha 2 Language Code,PRE-STAGE MERCHANT LOCAL LANGUAGE ADDRESS,International Standards Organization Alpha 2 Language Code,ISO,International Standards Organization
oracle.npofe02p.ods.pre_se_ad.iso_alpha_2_lang_cd,Iso Alpha 2 Language Code,PRE-STAGE SERVICE ESTABLISHMENT ADDRESS,International Standards Organization Alpha 2 Language Code,ISO,International Standards Organization
oracle.npofe02p.ods.gmdl_se_ad.iso_alpha_2_lang_cd,Iso Alpha 2 Language Code,GLOBAL MERCHANT DATA LAYER SERVICE ESTABLISHMENT ADDRESS,International Standards Organization Alpha 2 Language Code,ISO,International Standards Organization
oracle.npofe02p.ods.stg_gmdl_se_ad.iso_alpha_2_lang_cd,Iso Alpha 2 Language Code,STAGE GLOBAL MERCHANT DATA LAYER SERVICE ESTABLISHMENT ADDRESS,International Standards Organization Alpha 2 Language Code,ISO,International Standards Organization
oracle.npofe02p.ods.pre_gmdl_se_ad.iso_alpha_2_lang_cd,Iso Alpha 2 Language Code,PRE-STAGE GLOBAL MERCHANT DATA LAYER SERVICE ESTABLISHMENT ADDRESS,International Standards Organization Alpha 2 Language Code,ISO,International Standards Organization
oracle.npofe02p.ods.ctry.iso_alpha_3_ctry_cd,Iso Alpha 3 Country Code,COUNTRY,International Standards Organization Alpha 3 Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.pre_rwa_oecd_ctry.iso_alpha_3_ctry_cd,Iso Alpha 3 Country Code,PRE-STAGE RISK-WEIGHTED ASSETS ORGANIZATION FOR ECONOMIC COOPERATION AND DEVELOPMENT COUNTRY,International Standards Organization Alpha 3 Country Code,ISO,International Standards Organization
oracle.npofe02p.ods.insr_mo_end_bal.trans_curr_cd,Iso Alpha 3 Currency Code,INSURANCE MONTH END BALANCE,Transaction Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.curr.iso_alpha_3_curr_cd,Iso Alpha 3 Currency Code,CURRENCY,International Standards Organization Alpha 3 Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.corp_card_acct_opr_bal.bill_curr_cd,Iso Alpha 3 Currency Code,CORPORATE CARD ACCOUNT OPERATIONAL BALANCE,Billing Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.otc_fwd_cntrct.frgn_curr_cd,Iso Alpha 3 Currency Code,ONE TIME CHARGE FORWARD CONTRACT,Foreign Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.otc_fwd_cntrct.loc_curr_cd,Iso Alpha 3 Currency Code,ONE TIME CHARGE FORWARD CONTRACT,Local Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.indv_card_plan_bal.bill_curr_cd,Iso Alpha 3 Currency Code,INDIVIDUAL CARD MONTH END PLAN BALANCE,Billing Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.gl_vld_metric.gl_curr_cd,Iso Alpha 3 Currency Code,GENERAL LEDGER VALIDATION METRIC,General Ledger Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.oracle_gl_metric.gl_curr_cd,Iso Alpha 3 Currency Code,ORACLE GENERAL LEDGER METRIC,General Ledger Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.term_dep_cntrct_bal.rpt_curr_cd,Iso Alpha 3 Currency Code,TERM DEPOSIT CONTRACT BALANCE,Reporting Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.indv_card_acct_mo_end_bal.bill_curr_cd,Iso Alpha 3 Currency Code,INDIVIDUAL CARD ACCOUNT MONTH END BALANCE,Billing Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.intl_borrowings.curr_cd,Iso Alpha 3 Currency Code,INTERNATIONAL OPERATIONAL DATA STORE BORROWING,Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.equty_mo_end_expsr_r.trans_curr_cd,Iso Alpha 3 Currency Code,EQUITY MONTH END EXPOSURE RETROFIT,Transaction Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.gns_prtr_mo_end_bal.bill_curr_cd,Iso Alpha 3 Currency Code,GLOBAL NETWORK SERVICES PARTNER MONTH END BALANCE,Billing Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.otc_deriv_cntrct.sell_curr_cd,Iso Alpha 3 Currency Code,ONE TIME CHARGE DERIVATIVE CONTRACT,Sell Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.err_thld_rslt.expsr_val_curr_cd,Iso Alpha 3 Currency Code,ERROR THRESHOLD RESULT,Exposure Valuable Currency Code,ISO,International Standards Organization
oracle.npofe02p.ods.other_inst_trans_expsr.func_curr_cd,Iso Alpha 3 Currency Code,OTHER INSTITUTIONAL TRANSFORMED EXPOSURE,Functional Currency Code,ISO,International Standards Organization
